Plot,Side,Quadrat,Cohort,Rotation,Block,Herbicide,Corn_weed_management,Crop,Crop_ID,Total,Female,Male,Unknown,ID,Year,Number_begin,Total_sexed
47,W,3,2,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_3_2,2019,0,0
47,W,3,3,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_3_3,2019,0,0
47,W,3,4,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_3_4,2019,0,0
47,W,3,5,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_3_5,2019,0,0
47,W,3,6,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_3_6,2019,0,0
47,W,4,1,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_4_1,2019,0,0
47,W,4,2,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_4_2,2019,0,0
47,W,4,3,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_4_3,2019,0,0
47,W,4,4,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_4_4,2019,0,0
47,W,4,5,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_4_5,2019,0,0
47,W,4,6,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_4_6,2019,0,0
47,W,5,1,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_5_1,2019,0,0
47,W,5,2,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_5_2,2019,0,0
47,W,5,3,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_5_3,2019,0,0
47,W,5,4,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_5_4,2019,0,0
47,W,5,5,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_5_5,2019,0,0
47,W,5,6,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_5_6,2019,0,0
47,W,6,1,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_6_1,2019,0,0
47,W,6,2,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_6_2,2019,0,0
47,W,6,3,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_6_3,2019,0,0
47,W,6,4,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_6_4,2019,0,0
47,W,6,5,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_6_5,2019,0,0
47,W,6,6,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_6_6,2019,0,0
47,W,7,1,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_7_1,2019,0,0
47,W,7,2,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_7_2,2019,0,0
47,W,7,3,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_7_3,2019,0,0
47,W,7,4,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_7_4,2019,0,0
47,W,7,5,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_7_5,2019,0,0
47,W,7,6,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_7_6,2019,0,0
47,W,8,1,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_8_1,2019,0,0
47,W,8,2,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_8_2,2019,0,0
47,W,8,3,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_8_3,2019,0,0
47,W,8,4,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_8_4,2019,0,0
47,W,8,5,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_8_5,2019,0,0
47,W,8,6,3-year,4,conv,conv,soybean,S3,0,0,0,0,47_W_8_6,2019,0,0
48,E,1,6,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_1_6,2019,0,0
48,E,2,6,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_2_6,2019,0,0
48,E,3,6,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_3_6,2019,0,0
48,E,4,5,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_4_5,2019,0,0
48,E,4,6,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_4_6,2019,0,0
48,E,5,4,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_5_4,2019,0,0
48,E,5,6,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_5_6,2019,0,0
48,E,6,6,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_6_6,2019,0,0
48,E,7,4,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_7_4,2019,0,0
48,E,7,6,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_7_6,2019,0,0
48,E,8,5,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_8_5,2019,0,0
48,E,8,6,3-year,4,conv,conv,oat,O3,0,0,0,0,48_E_8_6,2019,0,0
48,W,1,5,3-year,4,low,low,oat,O3,0,0,0,0,48_W_1_5,2019,0,0
48,W,1,6,3-year,4,low,low,oat,O3,0,0,0,0,48_W_1_6,2019,0,0
48,W,2,5,3-year,4,low,low,oat,O3,0,0,0,0,48_W_2_5,2019,0,0
48,W,2,6,3-year,4,low,low,oat,O3,0,0,0,0,48_W_2_6,2019,0,0
48,W,3,6,3-year,4,low,low,oat,O3,0,0,0,0,48_W_3_6,2019,0,0
48,W,4,6,3-year,4,low,low,oat,O3,0,0,0,0,48_W_4_6,2019,0,0
48,W,5,4,3-year,4,low,low,oat,O3,0,0,0,0,48_W_5_4,2019,0,0
48,W,5,5,3-year,4,low,low,oat,O3,0,0,0,0,48_W_5_5,2019,0,0
48,W,5,6,3-year,4,low,low,oat,O3,0,0,0,0,48_W_5_6,2019,0,0
48,W,6,6,3-year,4,low,low,oat,O3,0,0,0,0,48_W_6_6,2019,0,0
48,W,7,6,3-year,4,low,low,oat,O3,0,0,0,0,48_W_7_6,2019,0,0
48,W,8,5,3-year,4,low,low,oat,O3,0,0,0,0,48_W_8_5,2019,0,0
48,W,8,6,3-year,4,low,low,oat,O3,0,0,0,0,48_W_8_6,2019,0,0
49,E,1,6,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_1_6,2019,0,0
49,E,2,5,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_2_5,2019,0,0
49,E,2,6,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_2_6,2019,0,0
49,E,3,5,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_3_5,2019,0,0
49,E,3,6,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_3_6,2019,0,0
49,E,4,6,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_4_6,2019,0,0
49,E,5,6,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_5_6,2019,0,0
49,E,6,5,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_6_5,2019,0,0
49,E,6,6,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_6_6,2019,0,0
49,E,7,6,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_7_6,2019,0,0
49,E,8,5,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_8_5,2019,0,0
49,E,8,6,4-year,4,conv,conv,oat,O4,0,0,0,0,49_E_8_6,2019,0,0
49,W,1,6,4-year,4,low,low,oat,O4,0,0,0,0,49_W_1_6,2019,0,0
49,W,2,5,4-year,4,low,low,oat,O4,0,0,0,0,49_W_2_5,2019,0,0
49,W,2,6,4-year,4,low,low,oat,O4,0,0,0,0,49_W_2_6,2019,0,0
49,W,2,4,4-year,4,low,low,oat,O4,0,0,0,0,49_W_2_4,2019,0,0
49,W,3,5,4-year,4,low,low,oat,O4,0,0,0,0,49_W_3_5,2019,0,0
49,W,4,6,4-year,4,low,low,oat,O4,0,0,0,0,49_W_4_6,2019,0,0
49,W,5,5,4-year,4,low,low,oat,O4,0,0,0,0,49_W_5_5,2019,0,0
49,W,5,6,4-year,4,low,low,oat,O4,0,0,0,0,49_W_5_6,2019,0,0
49,W,5,4,4-year,4,low,low,oat,O4,0,0,0,0,49_W_5_4,2019,0,0
49,W,6,6,4-year,4,low,low,oat,O4,0,0,0,0,49_W_6_6,2019,0,0
49,W,7,5,4-year,4,low,low,oat,O4,0,0,0,0,49_W_7_5,2019,0,0
49,W,7,6,4-year,4,low,low,oat,O4,0,0,0,0,49_W_7_6,2019,0,0
49,W,7,4,4-year,4,low,low,oat,O4,0,0,0,0,49_W_7_4,2019,0,0
11,E,1,4,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_1_4,2019,2,NA
11,E,1,6,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_1_6,2019,1,NA
11,E,1,2,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_1_2,2019,19,NA
11,E,1,3,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_1_3,2019,8,NA
11,E,1,5,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_1_5,2019,1,NA
11,E,2,6,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_2_6,2019,1,NA
11,E,2,2,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_2_2,2019,35,NA
11,E,2,5,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_2_5,2019,8,NA
11,E,3,4,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_3_4,2019,2,NA
11,E,3,5,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_3_5,2019,2,NA
11,E,4,4,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_4_4,2019,3,NA
11,E,4,2,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_4_2,2019,7,NA
11,E,5,2,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_5_2,2019,11,NA
11,E,5,3,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_5_3,2019,2,NA
11,E,5,5,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_5_5,2019,2,NA
11,E,6,4,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_6_4,2019,1,NA
11,E,6,1,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_6_1,2019,30,NA
11,E,6,2,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_6_2,2019,1,NA
11,E,7,1,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_7_1,2019,41,NA
11,E,7,2,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_7_2,2019,11,NA
11,E,7,3,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_7_3,2019,7,NA
11,E,7,5,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_7_5,2019,2,NA
11,E,8,2,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_8_2,2019,4,NA
11,E,8,3,3-year,1,low,low,oat,O3,NA,NA,NA,NA,11_E_8_3,2019,5,NA
11,W,1,2,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_1_2,2019,18,NA
11,W,1,3,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_1_3,2019,1,NA
11,W,2,2,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_2_2,2019,8,NA
11,W,2,3,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_2_3,2019,3,NA
11,W,3,1,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_3_1,2019,188,NA
11,W,3,2,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_3_2,2019,15,NA
11,W,3,3,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_3_3,2019,4,NA
11,W,4,2,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_4_2,2019,8,NA
11,W,5,3,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_5_3,2019,1,NA
11,W,5,5,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_5_5,2019,1,NA
11,W,6,1,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_6_1,2019,29,NA
11,W,6,2,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_6_2,2019,9,NA
11,W,6,5,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_6_5,2019,1,NA
11,W,7,1,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_7_1,2019,191,NA
11,W,7,2,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_7_2,2019,10,NA
11,W,7,3,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_7_3,2019,6,NA
11,W,8,3,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_8_3,2019,8,NA
11,W,8,5,3-year,1,conv,conv,oat,O3,NA,NA,NA,NA,11_W_8_5,2019,1,NA
12,E,1,2,4-year,1,low,low,corn,C4,NA,NA,NA,NA,12_E_1_2,2019,1,NA
12,E,2,2,4-year,1,low,low,corn,C4,NA,NA,NA,NA,12_E_2_2,2019,1,NA
12,E,2,1,4-year,1,low,low,corn,C4,NA,NA,NA,NA,12_E_2_1,2019,2,NA
12,E,3,4,4-year,1,low,low,corn,C4,NA,NA,NA,NA,12_E_3_4,2019,1,NA
12,E,3,1,4-year,1,low,low,corn,C4,NA,NA,NA,NA,12_E_3_1,2019,2,NA
12,E,6,2,4-year,1,low,low,corn,C4,NA,NA,NA,NA,12_E_6_2,2019,3,NA
12,E,6,1,4-year,1,low,low,corn,C4,NA,NA,NA,NA,12_E_6_1,2019,25,NA
12,E,7,1,4-year,1,low,low,corn,C4,NA,NA,NA,NA,12_E_7_1,2019,6,NA
12,W,1,1,4-year,1,conv,conv,corn,C4,NA,NA,NA,NA,12_W_1_1,2019,2,NA
12,W,3,1,4-year,1,conv,conv,corn,C4,NA,NA,NA,NA,12_W_3_1,2019,1,NA
12,W,4,1,4-year,1,conv,conv,corn,C4,NA,NA,NA,NA,12_W_4_1,2019,2,NA
12,W,5,1,4-year,1,conv,conv,corn,C4,NA,NA,NA,NA,12_W_5_1,2019,4,NA
12,W,6,1,4-year,1,conv,conv,corn,C4,NA,NA,NA,NA,12_W_6_1,2019,3,NA
12,W,8,1,4-year,1,conv,conv,corn,C4,NA,NA,NA,NA,12_W_8_1,2019,3,NA
12,W,8,2,4-year,1,conv,conv,corn,C4,NA,NA,NA,NA,12_W_8_2,2019,1,NA
13,E,4,2,2-year,1,conv,conv,soybean,S2,NA,NA,NA,NA,13_E_4_2,2019,1,NA
13,E,5,2,2-year,1,conv,conv,soybean,S2,NA,NA,NA,NA,13_E_5_2,2019,1,NA
13,E,5,1,2-year,1,conv,conv,soybean,S2,NA,NA,NA,NA,13_E_5_1,2019,1,NA
13,E,8,1,2-year,1,conv,conv,soybean,S2,NA,NA,NA,NA,13_E_8_1,2019,2,NA
13,E,8,2,2-year,1,conv,conv,soybean,S2,NA,NA,NA,NA,13_E_8_2,2019,1,NA
13,W,1,1,2-year,1,conv,low,soybean,S2,NA,NA,NA,NA,13_W_1_1,2019,1,NA
13,W,2,1,2-year,1,conv,low,soybean,S2,NA,NA,NA,NA,13_W_2_1,2019,3,NA
13,W,4,1,2-year,1,conv,low,soybean,S2,NA,NA,NA,NA,13_W_4_1,2019,1,NA
13,W,8,1,2-year,1,conv,low,soybean,S2,NA,NA,NA,NA,13_W_8_1,2019,1,NA
14,E,1,6,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_1_6,2019,4,NA
14,E,2,4,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_2_4,2019,1,NA
14,E,3,5,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_3_5,2019,4,NA
14,E,3,3,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_3_3,2019,22,NA
14,E,3,4,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_3_4,2019,3,NA
14,E,4,6,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_4_6,2019,1,NA
14,E,4,2,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_4_2,2019,26,NA
14,E,4,4,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_4_4,2019,2,NA
14,E,5,3,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_5_3,2019,9,NA
14,E,5,4,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_5_4,2019,4,NA
14,E,6,6,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_6_6,2019,1,NA
14,E,6,2,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_6_2,2019,25,NA
14,E,6,5,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_6_5,2019,2,NA
14,E,6,4,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_6_4,2019,9,NA
14,E,7,6,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_7_6,2019,1,NA
14,E,7,2,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_7_2,2019,20,NA
14,E,7,5,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_7_5,2019,1,NA
14,E,8,6,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_8_6,2019,1,NA
14,E,8,5,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_8_5,2019,1,NA
14,E,8,4,4-year,1,conv,conv,oat,O4,NA,NA,NA,NA,14_E_8_4,2019,2,NA
14,W,1,3,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_1_3,2019,4,NA
14,W,1,2,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_1_2,2019,77,NA
14,W,2,3,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_2_3,2019,11,NA
14,W,2,4,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_2_4,2019,9,NA
14,W,2,1,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_2_1,2019,26,NA
14,W,3,6,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_3_6,2019,1,NA
14,W,3,5,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_3_5,2019,2,NA
14,W,4,3,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_4_3,2019,6,NA
14,W,4,4,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_4_4,2019,1,NA
14,W,5,3,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_5_3,2019,5,NA
14,W,5,2,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_5_2,2019,41,NA
14,W,5,5,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_5_5,2019,1,NA
14,W,6,6,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_6_6,2019,1,NA
14,W,6,3,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_6_3,2019,12,NA
14,W,6,2,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_6_2,2019,17,NA
14,W,6,5,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_6_5,2019,1,NA
14,W,6,4,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_6_4,2019,6,NA
14,W,7,3,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_7_3,2019,2,NA
14,W,7,2,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_7_2,2019,24,NA
14,W,7,4,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_7_4,2019,10,NA
14,W,8,3,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_8_3,2019,15,NA
14,W,8,2,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_8_2,2019,5,NA
14,W,8,1,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_8_1,2019,50,NA
14,W,8,4,4-year,1,low,low,oat,O4,NA,NA,NA,NA,14_W_8_4,2019,13,NA
15,W,6,3,3-year,1,conv,conv,soybean,S3,NA,NA,NA,NA,15_W_6_3,2019,1,NA
16,E,1,3,3-year,1,low,low,corn,C3,NA,NA,NA,NA,16_E_1_3,2019,4,NA
16,E,1,5,3-year,1,low,low,corn,C3,NA,NA,NA,NA,16_E_1_5,2019,2,NA
16,E,3,4,3-year,1,low,low,corn,C3,NA,NA,NA,NA,16_E_3_4,2019,1,NA
16,E,3,2,3-year,1,low,low,corn,C3,NA,NA,NA,NA,16_E_3_2,2019,17,NA
16,E,5,1,3-year,1,low,low,corn,C3,NA,NA,NA,NA,16_E_5_1,2019,42,NA
16,E,7,4,3-year,1,low,low,corn,C3,NA,NA,NA,NA,16_E_7_4,2019,1,NA
16,E,7,1,3-year,1,low,low,corn,C3,NA,NA,NA,NA,16_E_7_1,2019,15,NA
16,E,8,3,3-year,1,low,low,corn,C3,NA,NA,NA,NA,16_E_8_3,2019,1,NA
16,E,8,4,3-year,1,low,low,corn,C3,NA,NA,NA,NA,16_E_8_4,2019,1,NA
16,E,8,1,3-year,1,low,low,corn,C3,NA,NA,NA,NA,16_E_8_1,2019,15,NA
16,W,4,3,3-year,1,conv,conv,corn,C3,NA,NA,NA,NA,16_W_4_3,2019,1,NA
16,W,6,2,3-year,1,conv,conv,corn,C3,NA,NA,NA,NA,16_W_6_2,2019,4,NA
16,W,6,1,3-year,1,conv,conv,corn,C3,NA,NA,NA,NA,16_W_6_1,2019,15,NA
16,W,7,2,3-year,1,conv,conv,corn,C3,NA,NA,NA,NA,16_W_7_2,2019,3,NA
16,W,8,3,3-year,1,conv,conv,corn,C3,NA,NA,NA,NA,16_W_8_3,2019,14,NA
16,W,8,2,3-year,1,conv,conv,corn,C3,NA,NA,NA,NA,16_W_8_2,2019,8,NA
17,E,1,4,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_1_4,2019,5,NA
17,E,2,4,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_2_4,2019,3,NA
17,E,2,2,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_2_2,2019,38,NA
17,E,2,5,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_2_5,2019,1,NA
17,E,3,4,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_3_4,2019,40,NA
17,E,3,5,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_3_5,2019,2,NA
17,E,4,4,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_4_4,2019,29,NA
17,E,5,4,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_5_4,2019,21,NA
17,E,5,5,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_5_5,2019,1,NA
17,E,6,2,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_6_2,2019,73,NA
17,E,7,3,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_7_3,2019,7,NA
17,E,7,4,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_7_4,2019,1,NA
17,E,7,2,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_7_2,2019,94,NA
17,E,7,5,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_7_5,2019,1,NA
17,E,8,3,4-year,1,conv,conv,alfalfa,A4,NA,NA,NA,NA,17_E_8_3,2019,15,NA
17,W,1,4,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_1_4,2019,9,NA
17,W,1,1,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_1_1,2019,2,NA
17,W,1,2,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_1_2,2019,18,NA
17,W,3,4,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_3_4,2019,10,NA
17,W,3,1,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_3_1,2019,5,NA
17,W,4,4,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_4_4,2019,3,NA
17,W,4,5,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_4_5,2019,5,NA
17,W,6,4,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_6_4,2019,6,NA
17,W,7,4,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_7_4,2019,10,NA
17,W,7,5,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_7_5,2019,5,NA
17,W,8,4,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_8_4,2019,7,NA
17,W,8,2,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_8_2,2019,21,NA
17,W,8,1,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_8_1,2019,4,NA
17,W,8,5,4-year,1,low,low,alfalfa,A4,NA,NA,NA,NA,17_W_8_5,2019,4,NA
19,E,1,3,2-year,1,conv,conv,corn,C2,NA,NA,NA,NA,19_E_1_3,2019,2,NA
19,E,2,4,2-year,1,conv,conv,corn,C2,NA,NA,NA,NA,19_E_2_4,2019,1,NA
19,E,3,3,2-year,1,conv,conv,corn,C2,NA,NA,NA,NA,19_E_3_3,2019,1,NA
19,E,4,2,2-year,1,conv,conv,corn,C2,NA,NA,NA,NA,19_E_4_2,2019,39,NA
19,E,6,3,2-year,1,conv,conv,corn,C2,NA,NA,NA,NA,19_E_6_3,2019,8,NA
19,E,7,4,2-year,1,conv,conv,corn,C2,NA,NA,NA,NA,19_E_7_4,2019,1,NA
19,E,8,4,2-year,1,conv,conv,corn,C2,NA,NA,NA,NA,19_E_8_4,2019,1,NA
19,E,8,3,2-year,1,conv,conv,corn,C2,NA,NA,NA,NA,19_E_8_3,2019,3,NA
19,W,2,1,2-year,1,low,low,corn,C2,NA,NA,NA,NA,19_W_2_1,2019,58,NA
19,W,2,2,2-year,1,low,low,corn,C2,NA,NA,NA,NA,19_W_2_2,2019,4,NA
19,W,3,2,2-year,1,low,low,corn,C2,NA,NA,NA,NA,19_W_3_2,2019,2,NA
19,W,4,1,2-year,1,low,low,corn,C2,NA,NA,NA,NA,19_W_4_1,2019,69,NA
19,W,4,3,2-year,1,low,low,corn,C2,NA,NA,NA,NA,19_W_4_3,2019,1,NA
19,W,5,1,2-year,1,low,low,corn,C2,NA,NA,NA,NA,19_W_5_1,2019,72,NA
19,W,6,1,2-year,1,low,low,corn,C2,NA,NA,NA,NA,19_W_6_1,2019,29,NA
19,W,7,2,2-year,1,low,low,corn,C2,NA,NA,NA,NA,19_W_7_2,2019,10,NA
19,W,7,1,2-year,1,low,low,corn,C2,NA,NA,NA,NA,19_W_7_1,2019,60,NA
19,W,8,1,2-year,1,low,low,corn,C2,NA,NA,NA,NA,19_W_8_1,2019,31,NA
21,E,1,2,4-year,2,conv,conv,corn,C4,NA,NA,NA,NA,21_E_1_2,2019,2,NA
21,E,1,1,4-year,2,conv,conv,corn,C4,NA,NA,NA,NA,21_E_1_1,2019,1,NA
21,E,5,2,4-year,2,conv,conv,corn,C4,NA,NA,NA,NA,21_E_5_2,2019,1,NA
21,E,7,2,4-year,2,conv,conv,corn,C4,NA,NA,NA,NA,21_E_7_2,2019,3,NA
21,E,8,2,4-year,2,conv,conv,corn,C4,NA,NA,NA,NA,21_E_8_2,2019,1,NA
21,E,8,1,4-year,2,conv,conv,corn,C4,NA,NA,NA,NA,21_E_8_1,2019,1,NA
21,W,1,1,4-year,2,low,low,corn,C4,NA,NA,NA,NA,21_W_1_1,2019,5,NA
21,W,2,1,4-year,2,low,low,corn,C4,NA,NA,NA,NA,21_W_2_1,2019,4,NA
